var_names,OlinkID,Assay,UniProt,Panel,Panel_Version,Protein target,Short name,gene_name
OID21316,OID21316,CD38,P28907,ONCOLOGY,1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 ,CD38,CD38
OID21484,OID21484,L1CAM,P32004,ONCOLOGY,1,Neural cell adhesion molecule L1 ,L1CAM,L1CAM
OID21476,OID21476,ATOX1,O00244,ONCOLOGY,1,Copper transport protein ATOX1 ,ATOX1,ATOX1
OID21278,OID21278,SF3B4,Q15427,ONCOLOGY,1,Splicing factor 3B subunit 4 ,SF3B4,SF3B4
OID21474,OID21474,DCBLD2,Q96PD2,ONCOLOGY,1,"Discoidin, CUB and LCCL domain-containing protein 2 ",DCBLD2,DCBLD2
OID21489,OID21489,MDK,P21741,ONCOLOGY,1,Midkine ,MDK,MDK
OID21504,OID21504,IL13RA1,P78552,ONCOLOGY,1,Interleukin-13 receptor subunit alpha-1 ,IL13RA1,IL13RA1
OID21277,OID21277,STAT5B,P51692,ONCOLOGY,1,Signal transducer and activator of transcription 5B,STAT5B,STAT5B
OID21399,OID21399,DCTN1,Q14203,ONCOLOGY,1,Dynactin subunit 1 ,DCTN1,DCTN1
OID21482,OID21482,TNFRSF12A,Q9NP84,ONCOLOGY,1,Tumor necrosis factor receptor superfamily member 12A ,TNFRSF12A,TNFRSF12A
OID21298,OID21298,CD207,Q9UJ71,ONCOLOGY,1,C-type lectin domain family 4 member K ,CD207,CD207
OID21393,OID21393,ITGB7,P26010,ONCOLOGY,1,Integrin beta-7 ,ITGB7,ITGB7
OID21486,OID21486,NBL1,P41271,ONCOLOGY,1,Neuroblastoma suppressor of tumorigenicity 1 ,NBL1,NBL1
OID21194,OID21194,RASSF2,P50749,ONCOLOGY,1,Ras association domain-containing protein 2,RASSF2,RASSF2
OID21276,OID21276,IL6,P05231,ONCOLOGY,1,Interleukin-6 ,IL6,IL6
OID21410,OID21410,DPY30,Q9C005,ONCOLOGY,1,Protein dpy-30 homolog ,DPY30,DPY30
OID21488,OID21488,SEZ6L,Q9BYH1,ONCOLOGY,1,Seizure 6-like protein,SEZ6L,SEZ6L
OID21390,OID21390,SIGLEC9,Q9Y336,ONCOLOGY,1,Sialic acid-binding Ig-like lectin 9 ,SIGLEC9,SIGLEC9
OID21421,OID21421,VWA1,Q6PCB0,ONCOLOGY,1,von Willebrand factor A domain-containing protein 1,VWA1,VWA1
OID21401,OID21401,CA14,Q9ULX7,ONCOLOGY,1,Carbonic anhydrase 14 ,CA14,CA14
OID21487,OID21487,PODXL2,Q9NZ53,ONCOLOGY,1,Podocalyxin-like protein 2 ,PODXL2,PODXL2
OID21297,OID21297,COX5B,P10606,ONCOLOGY,1,"Cytochrome c oxidase subunit 5B, mitochondrial ",COX5B,COX5B
OID21501,OID21501,CIAPIN1,Q6FI81,ONCOLOGY,1,Anamorsin ,CIAPIN1,CIAPIN1
OID21218,OID21218,SFTPA2,Q8IWL1,ONCOLOGY,1,Pulmonary surfactant-associated protein A2 ,SFTPA2,SFTPA2
OID21171,OID21171,CEACAM5,P06731,ONCOLOGY,1,Carcinoembryonic antigen-related cell adhesion molecule 5 ,CEACAM5,CEACAM5
OID21490,OID21490,NECTIN4,Q96NY8,ONCOLOGY,1,Nectin-4 ,NECTIN4,NECTIN4
OID21169,OID21169,PSRC1,Q6PGN9,ONCOLOGY,1,Proline/serine-rich coiled-coil protein 1,PSRC1,PSRC1
OID21323,OID21323,ERBIN,Q96RT1,ONCOLOGY,1,Erbin ,ERBIN,ERBIN
OID21494,OID21494,NELL1,Q92832,ONCOLOGY,1,Protein kinase C-binding protein NELL1 ,NELL1,NELL1
OID21509,OID21509,P4HB,P07237,ONCOLOGY,1,Protein disulfide-isomerase ,P4HB,P4HB
OID21281,OID21281,VPS53,Q5VIR6,ONCOLOGY,1,Vacuolar protein sorting-associated protein 53 homolog,VPS53,VPS53
OID21335,OID21335,DRG2,P55039,ONCOLOGY,1,Developmentally-regulated GTP-binding protein 2 ,DRG2,DRG2
OID21388,OID21388,NPY,P01303,ONCOLOGY,1,Pro-neuropeptide Y [Cleaved into: Neuropeptide Y ,NPY,NPY
OID21326,OID21326,STX4,Q12846,ONCOLOGY,1,Syntaxin-4 ,STX4,STX4
OID21314,OID21314,INPPL1,O15357,ONCOLOGY,1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 ",INPPL1,INPPL1
OID21419,OID21419,CLMP,Q9H6B4,ONCOLOGY,1,CXADR-like membrane protein ,CLMP,CLMP
OID21442,OID21442,FXN,Q16595,ONCOLOGY,1,"Frataxin, mitochondrial ",FXN,FXN
OID21286,OID21286,TBC1D23,Q9NUY8,ONCOLOGY,1,TBC1 domain family member 23 ,TBC1D23,TBC1D23
OID21459,OID21459,HAGH,Q16775,ONCOLOGY,1,"Hydroxyacylglutathione hydrolase, mitochondrial ",HAGH,HAGH
OID21305,OID21305,DPEP2,Q9H4A9,ONCOLOGY,1,Dipeptidase 2 ,DPEP2,DPEP2
OID21265,OID21265,CD28,P10747,ONCOLOGY,1,T-cell-specific surface glycoprotein CD28 ,CD28,CD28
OID21406,OID21406,LGALS7_LGALS7B,P47929,ONCOLOGY,1,Galectin-7 ,LGALS7_LGALS7B,LGALS7B
OID21307,OID21307,MME,P08473,ONCOLOGY,1,Neprilysin ,MME,MME
OID21163,OID21163,RABEPK,Q7Z6M1,ONCOLOGY,1,Rab9 effector protein with kelch motifs ,RABEPK,RABEPK
OID21301,OID21301,FLT1,P17948,ONCOLOGY,1,Vascular endothelial growth factor receptor 1 ,FLT1,FLT1
OID21222,OID21222,SH2B3,Q9UQQ2,ONCOLOGY,1,SH2B adapter protein 3 ,SH2B3,SH2B3
OID21321,OID21321,TAFA5,Q7Z5A7,ONCOLOGY,1,Chemokine-like protein TAFA-5,TAFA5,TAFA5
OID21392,OID21392,CPE,P16870,ONCOLOGY,1,Carboxypeptidase E ,CPE,CPE
OID21431,OID21431,CAPG,P40121,ONCOLOGY,1,Macrophage-capping protein ,CAPG,CAPG
OID21526,OID21526,KLK6,Q92876,ONCOLOGY,1,Kallikrein-6 ,KLK6,KLK6
OID21450,OID21450,SPINK6,Q6UWN8,ONCOLOGY,1,Serine protease inhibitor Kazal-type 6 ,SPINK6,SPINK6
OID21518,OID21518,KLK11,Q9UBX7,ONCOLOGY,1,Kallikrein-11 ,KLK11,KLK11
OID21221,OID21221,PSMA1,P25786,ONCOLOGY,1,Proteasome subunit alpha type-1 ,PSMA1,PSMA1
OID21261,OID21261,CFC1,P0CG37,ONCOLOGY,1,Cryptic protein ,CFC1,CFC1
OID21170,OID21170,STX16,O14662,ONCOLOGY,1,Syntaxin-16 ,STX16,STX16
OID21469,OID21469,CD300LF,Q8TDQ1,ONCOLOGY,1,CMRF35-like molecule 1 ,CD300LF,CD300LF
